product,title,rating,body,date,purchase,helpful
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,It's working good. Bluetooth option is more clear without static than aux cable provided,"July 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",False advertisement.,2.0,"Seller posted the new version of the filter but I received the old version, the one that you get charcoal particles in the water and doesn't have the handle to take out of the container.","July 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Works as advertized.,"July 8, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Easy to Use,5.0,Easy to replace. I use them with my Brita 10 cup.,"July 8, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,great price,"July 8, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Screw the customer,1.0,"They seem to have changed up the design of their filters so that they're no longer cleanable and reusable. I understand their reasoning, but I hate them for doing so. Most people wouldn't have bothered to inconvenience themselves to save the money anyways, so they're really going out of their way to screw over a tiny segment of their user base, kind of like what Keurig did with their 2.0 (or was it 3.0?) kcup machines. I've switched to PUR because of this.","July 8, 2016",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great,5.0,Everything went well. Great product,"July 8, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,Work very well. I have used these for years.,"July 7, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Good deal!,"July 7, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great price for filters,5.0,Great price for filters. I love that you only need to run through water for 15 seconds now. It used to be you had to soak them for so much longer.,"July 7, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Brita pitcher replacement filters,5.0,Perfect and at a very reasonable price. I would highly recommend these filter!,"July 6, 2016",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,"As described, it's a fair price on amazon","July 6, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",They fit just like the old ones and work fine,5.0,These filters replace the old style filters. They fit just like the old ones and work fine. Good enough for me :D,"July 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Great product,"July 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,My coffee never tasted better.,"July 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",filters fit good,5.0,They arrived soon after I ordered them and fit my pitcher very well,"July 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Quality product & price,5.0,"These were cheaper than retail stores. Just follow instructions to rinse before use, no problems. Will purchase again when needed.","July 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Three Stars,3.0,Good product,"July 2, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Exactly as described,"July 2, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Maybe I got a bad batch. Some numbers,1.0,"Maybe I got a bad batch. Some numbers, tap water PPM about a 170 reading, it tastes very good. Original Brita Ultramax reduced it to 110, that was OK. Bottled spring water ranges from 10 to around 50. However, tried all 3 of these Brita replacement, they each gave a reading about the SAME as the tap, some slightly HIGHER!? You'd think ""Brita"" replacement filters would work as well as their original.","July 2, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Brita Water Filter,5.0,I like being able to order these on Amazon instead of trying to hunt them down in the store.  I appreciate the new design where you no longer have to soak the filter before use and it does a great job of keeping the charcoal particles out of the water.  We enjoy using the filtered water for coffee - makes it so much better!,"July 1, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Lasts for a fair amount of time before replacement is needed,"July 1, 2016",Not Verified,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",easier,5.0,new replacements are easier to insert and remove with something to grab and no soaking required before replacement,"July 1, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Good price,"June 30, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",I love Brita filters,5.0,I love Brita filters.  It gets the job done.  I like how the water tastes after filtered.  Some filters don't meet expectations.,"June 30, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Does the job. I change them every couple of months.,"June 30, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,so easy to buy,"June 29, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Does the job well,5.0,Removes the taste from water . It tastes different directly from tap and what is filtered. Which is a good thing. Easy to put in the pitcher. It only takes 15 secs to soak under running water and you are good to put in pitcher after that .,"June 28, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Work well,"June 28, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",makes me feel better,4.0,"I feel better when using this filter, but my friend who actually ran the test said nothing's changed... not sure what it filters out, maybe particles but not chemicals?","June 28, 2016",Not Verified,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",five stars because it fits in my brita pitcher. ...,5.0,five stars because it fits in my brita pitcher...but really i have no idea if it's actually filtering the water lol,"June 28, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great item to have,5.0,"Great item to have. Some days the water from the sink has a worrisome color, but once ran through the filter is as clear as water should be.","June 27, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Brita filters are the best.,"June 27, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Fit the Brita pitcher & work exactly as expected. ...,5.0,"Fit the Brita pitcher & work exactly as expected. I had tried a ""no frills"" brand and they stopped working after a very short time. I will stick with these Brita replacement filters from now on.","June 27, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Always ordering these,"June 27, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",It works,5.0,It works,"June 26, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Brita is good,5.0,We have had our pitcher for over a year and love it. These filters do a great job at giving us good clean water to drink.,"June 26, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,"Perfect, inexpensive way to replace the filters","June 26, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",I'm not sure these do any good what so ever,2.0,"I'm not sure these do any good what so ever. I notice no different in taste or water quality. When I fill my pitcher, the water just runs right through at a rapid rate. I think I am wasting hard-earned money.","June 26, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,Good,"June 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,As expected,"June 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,good product,"June 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",MEETS EXPECTATIONS,5.0,I have no problem with these filters.,"June 24, 2016",Verified Purchase,0
